,account_length,international_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,number_customer_service_calls,churn,total_charges,total_calls,total_minutes
911,105,0,36,101.9,79.0,17.32,223.1,97,18.96,241.6,77.0,10.87,12.9,2,3.48,0,0,50.63,255.0,579.5
912,85,0,0,211.5,100.0,35.96,184.6,88,15.69,164.3,131.0,7.39,13.3,4,3.59,2,0,62.629999999999995,323.0,573.6999999999999
913,59,0,0,166.3,95.0,28.27,239.3,87,20.34,123.2,108.0,5.54,10.0,3,2.7,2,0,56.849999999999994,293.0,538.8
914,148,0,0,185.2,87.0,31.48,170.4,96,14.48,165.1,104.0,7.43,9.5,9,2.57,1,0,55.96000000000001,296.0,530.1999999999999
915,115,0,0,245.2,105.0,41.68,159.0,109,13.52,229.9,74.0,10.35,7.2,8,1.94,0,0,67.49,296.0,641.3000000000001
916,106,0,0,274.4,120.0,46.65,198.6,82,16.88,160.8,67.0,7.24,6.0,3,1.62,1,0,72.39,272.0,639.8
917,93,0,0,98.4,78.0,16.73,249.6,129,21.22,248.2,114.0,11.17,14.2,4,3.83,1,0,52.95,325.0,610.4000000000001
918,57,0,29,279.9,121.0,47.58,223.1,109,18.96,251.7,94.0,11.33,13.0,2,3.51,1,0,81.38,326.0,767.6999999999999
919,98,0,0,187.2,127.0,31.82,195.6,88,16.63,181.8,129.0,8.18,5.7,4,1.54,1,0,58.17,348.0,570.3000000000001
920,157,0,0,276.2,95.0,46.95,165.8,119,14.09,151.6,79.0,6.82,5.7,4,1.54,3,0,69.4,297.0,599.3
921,116,0,35,200.4,104.0,34.07,272.8,89,23.19,214.5,100.0,9.65,8.3,4,2.24,1,0,69.15,297.0,696.0
922,30,0,0,162.3,96.0,27.59,244.0,122,20.74,180.1,89.0,8.1,9.1,4,2.46,2,0,58.89,311.0,595.5
923,111,1,0,176.9,128.0,30.07,118.2,67,10.05,213.7,84.0,9.62,10.5,2,2.84,4,1,52.58,281.0,519.3
924,52,0,0,165.5,78.0,28.14,205.5,89,17.47,213.6,124.0,9.61,12.2,6,3.29,0,0,58.51,297.0,596.8000000000001
925,72,0,0,217.8,93.0,37.03,189.7,113,16.12,182.6,91.0,8.22,10.4,5,2.81,4,0,64.18,302.0,600.4999999999999
926,135,1,28,201.4,100.0,34.24,246.5,117,20.95,154.8,131.0,6.97,12.9,4,3.48,2,1,65.64,352.0,615.6
927,86,0,0,190.5,115.0,32.39,179.6,130,15.27,258.5,89.0,11.63,10.1,5,2.73,3,0,62.019999999999996,339.0,638.7
928,98,0,29,179.9,97.0,30.58,189.2,89,16.08,164.3,76.0,7.39,12.8,7,3.46,3,0,57.51,269.0,546.2
929,151,0,0,235.9,104.0,40.1,118.2,91,10.05,212.8,116.0,9.58,5.8,2,1.57,3,0,61.3,313.0,572.7
930,118,0,0,140.4,112.0,23.87,187.1,67,15.9,207.9,147.51000000000022,9.36,7.9,1,2.13,0,0,51.26,327.5100000000002,543.3
931,117,0,0,144.6,115.0,24.58,258.8,67,22.0,253.2,113.0,11.39,7.4,9,2.0,2,0,59.97,304.0,663.9999999999999
932,55,0,0,189.0,100.0,32.13,118.5,99,10.07,248.1,87.0,11.16,16.551000000000023,6,4.470200000000005,0,0,57.83020000000001,292.0,572.1510000000001
933,82,0,0,101.0,93.0,17.17,155.6,104,13.23,304.4,93.0,13.7,13.3,2,3.59,0,0,47.69,292.0,574.3
934,152,0,0,206.3,98.0,35.07,292.8,82,24.89,118.09,121.0,5.3145,10.6,4,2.86,1,0,68.1345,305.0,627.7900000000001
935,108,0,15,165.1,85.0,28.07,267.0,93,22.7,250.7,114.0,11.28,10.9,4,2.94,1,0,64.99,296.0,693.6999999999999
936,98,1,0,165.0,129.0,28.05,202.6,113,17.22,172.3,94.0,7.75,12.5,7,3.38,1,1,56.4,343.0,552.4
937,130,0,0,155.9,95.0,26.5,256.1,97,21.77,262.9,103.0,11.83,11.7,3,3.16,3,0,63.260000000000005,298.0,686.6
938,136,0,0,199.2,122.0,33.86,214.7,114,18.25,150.9,105.0,6.79,11.8,7,3.19,1,0,62.09,348.0,576.5999999999999
939,47,0,0,155.3,116.0,26.4,188.2,85,16.0,247.0,73.0,11.12,12.3,4,3.32,3,0,56.839999999999996,278.0,602.8
940,167,0,0,208.3,106.0,35.41,236.7,123,20.12,179.1,120.0,8.06,11.3,5,3.05,3,0,66.64,354.0,635.3999999999999
941,107,0,0,157.1,79.0,26.71,162.6,124,13.82,150.0,138.0,6.75,12.1,6,3.27,1,0,50.550000000000004,347.0,481.80000000000007
942,91,1,0,154.4,145.51000000000022,26.25,168.3,121,14.31,239.9,81.0,10.8,11.7,4,3.16,4,1,54.52,351.5100000000002,574.3000000000001
943,159,1,0,189.1,105.0,32.15,246.1,147,20.92,242.0,106.0,10.89,10.4,5,2.81,1,1,66.77000000000001,363.0,687.6
944,11,0,24,131.5,98.0,22.36,230.2,111,19.57,283.7,87.0,12.77,10.0,3,2.7,2,0,57.4,299.0,655.4
945,167,0,0,166.4,85.0,28.29,243.2,135,20.67,229.2,95.0,10.31,9.9,5,2.67,1,0,61.94,320.0,648.6999999999999
946,99,0,19,91.59,103.0,15.573500000000001,223.0,86,18.96,182.3,112.0,8.2,7.3,4,1.97,2,0,44.703500000000005,305.0,504.19
947,159,0,19,184.1,78.0,31.3,194.5,71,16.53,225.6,101.0,10.15,16.551000000000023,3,4.470200000000005,0,0,62.45020000000001,253.0,620.7510000000001
948,71,0,0,103.3,103.0,17.56,138.5,79,11.77,164.8,98.0,7.42,9.0,2,2.43,2,0,39.17999999999999,282.0,415.6
949,122,0,0,91.59,67.0,15.573500000000001,180.8,89,15.37,251.6,67.0,11.32,12.7,2,3.43,1,0,45.6935,225.0,536.69
950,83,0,36,91.59,109.0,15.573500000000001,210.5,101,17.89,179.7,102.0,8.09,11.8,4,3.19,1,0,44.7435,316.0,493.59
951,64,1,0,148.1,73.0,25.18,164.9,101,14.02,216.0,125.0,9.72,12.3,2,3.32,4,1,52.239999999999995,301.0,541.3
952,144,0,33,251.6,87.0,42.77,197.6,118,16.8,209.2,97.0,9.41,12.2,3,3.29,2,0,72.27,305.0,670.6
953,106,1,26,270.3,111.0,45.95,215.2,90,18.29,254.0,133.0,11.43,14.4,7,3.89,1,1,79.56,341.0,753.9
954,19,0,34,156.6,97.0,26.62,224.2,97,19.06,260.9,135.0,11.74,11.3,1,3.05,1,0,60.47,330.0,653.0
955,46,0,0,139.4,81.0,23.7,223.7,113,19.01,173.1,77.0,7.79,13.6,6,3.67,1,0,54.17,277.0,549.8000000000001
956,127,0,0,220.2,108.0,37.43,188.4,124,16.01,172.7,113.0,7.77,11.7,3,3.16,2,0,64.37,348.0,593.0
957,9,0,36,214.1,108.0,36.4,169.2,115,14.38,189.7,117.0,8.54,10.1,3,2.73,1,0,62.050000000000004,343.0,583.1
958,157,0,0,196.0,74.0,33.32,213.4,96,18.14,196.8,81.0,8.86,7.9,6,2.13,1,0,62.45,257.0,614.1
959,105,0,29,179.4,113.0,30.5,275.4,100,23.41,246.1,105.0,11.07,10.0,5,2.7,0,0,67.67999999999999,323.0,710.9
960,155,0,0,216.7,67.0,36.84,144.3,125,12.27,135.3,106.0,6.09,10.8,1,2.92,2,0,58.120000000000005,299.0,507.1
961,161,0,0,151.6,117.0,25.77,219.4,87,18.65,224.7,68.0,10.11,5.7,5,1.54,1,0,56.07,277.0,601.4
962,95,0,32,262.2,123.0,44.57,165.2,82,14.04,194.3,67.0,8.74,10.6,5,2.86,0,0,70.21000000000001,277.0,632.3000000000001
963,122,0,0,173.6,110.0,29.51,118.2,84,10.05,211.7,103.0,9.53,9.7,7,2.62,3,0,51.709999999999994,304.0,513.1999999999999
964,119,0,24,217.2,94.0,36.92,138.7,67,11.79,139.3,85.0,6.27,11.3,4,3.05,0,0,58.03,250.0,506.5
965,99,0,0,95.4,105.0,16.22,207.2,101,17.61,136.0,117.0,6.12,5.7,5,1.54,1,0,41.489999999999995,328.0,444.3
966,76,0,26,214.6,110.0,36.48,205.2,87,17.44,134.6,140.0,6.06,8.1,2,2.19,1,0,62.17,339.0,562.5
967,167,1,0,131.6,120.0,22.37,211.3,96,17.96,168.3,97.0,7.57,11.1,4,3.0,4,1,50.9,317.0,522.3
968,129,0,0,168.4,117.0,28.63,217.1,129,18.45,118.09,100.0,5.3145,11.8,7,3.19,1,0,55.584500000000006,353.0,515.39
969,116,0,0,146.4,123.0,24.89,176.6,113,15.01,212.6,102.0,9.57,7.8,5,2.11,1,0,51.58,343.0,543.4
970,60,0,0,183.0,110.0,31.11,206.7,93,17.57,203.8,119.0,9.17,11.1,6,3.0,1,0,60.85,328.0,604.6
971,128,0,0,103.3,122.0,17.56,245.9,123,20.9,161.1,95.0,7.25,6.4,7,1.73,0,0,47.44,347.0,516.6999999999999
972,47,0,28,112.2,70.0,19.07,154.8,106,13.16,166.7,105.0,7.5,10.6,2,2.86,0,0,42.59,283.0,444.3
973,40,0,0,170.7,67.0,29.02,179.1,108,15.22,281.9,89.0,12.69,8.2,9,2.21,3,0,59.14,273.0,639.9
974,167,0,0,172.5,78.0,29.33,142.6,91,12.12,118.09,67.0,5.3145,10.9,2,2.94,0,0,49.704499999999996,238.0,444.09000000000003
975,66,0,32,187.8,117.0,31.93,129.8,90,11.03,132.3,113.0,5.95,12.0,3,3.24,2,0,52.150000000000006,323.0,461.90000000000003
976,50,0,26,304.85500000000013,94.0,51.82590000000002,289.4,78,24.6,174.9,109.0,7.87,8.0,3,2.16,0,0,86.45590000000001,284.0,777.1550000000001
977,130,0,0,154.0,95.0,26.18,205.9,106,17.5,233.7,75.0,10.52,12.9,1,3.48,1,0,57.68,277.0,606.5
978,89,0,0,125.6,108.0,21.35,213.0,90,18.11,181.7,108.0,8.18,5.7,5,1.54,1,0,49.18,311.0,526.0
979,108,0,0,199.3,104.0,33.88,224.2,92,19.06,140.1,67.0,6.3,15.2,2,4.1,0,0,63.34,265.0,578.8
980,32,0,0,157.9,88.0,26.84,180.8,132,15.37,132.5,102.0,5.96,12.8,3,3.46,1,0,51.629999999999995,325.0,484.0
981,166,0,0,203.4,81.0,34.58,167.7,110,14.25,132.0,124.0,5.94,9.2,5,2.48,2,0,57.25,320.0,512.3
982,72,0,36,92.8,98.0,15.78,271.2,115,23.05,167.1,83.0,7.52,5.8,7,1.57,1,0,47.92,303.0,536.8999999999999
983,134,0,32,216.8,78.0,36.86,118.2,111,10.05,174.0,83.0,7.83,8.6,2,2.32,0,0,57.06,274.0,517.6
984,13,0,0,193.2,89.0,32.84,194.4,90,16.52,186.5,104.0,8.39,9.7,2,2.62,4,0,60.370000000000005,285.0,583.8000000000001
985,90,0,0,113.2,108.0,19.24,189.3,67,16.09,271.8,124.0,12.23,14.1,4,3.81,3,0,51.370000000000005,303.0,588.4
986,111,0,36,166.2,67.0,28.25,238.8,109,20.3,118.09,92.0,5.3145,11.2,2,3.02,3,0,56.8845,270.0,534.29
987,72,0,0,207.8,92.0,35.33,195.7,110,16.63,184.8,124.0,8.32,13.1,4,3.54,0,0,63.81999999999999,330.0,601.4
988,67,0,35,245.4,89.0,41.72,148.2,102,12.6,274.0,136.0,12.33,7.5,6,2.03,1,0,68.67999999999999,333.0,675.0999999999999
989,167,1,0,287.1,108.0,48.81,178.4,125,15.16,153.2,98.0,6.89,14.4,2,3.89,3,1,74.75,333.0,633.1
990,154,0,32,192.3,82.0,32.69,165.3,134,14.05,205.0,74.0,9.23,9.0,1,2.43,2,0,58.39999999999999,291.0,571.6
991,69,0,0,194.2,122.0,33.01,242.1,81,20.58,215.8,80.0,9.71,9.7,3,2.62,2,0,65.92,286.0,661.8000000000001
992,123,0,0,211.0,92.0,35.87,217.0,102,18.45,214.8,104.0,9.67,9.8,7,2.65,3,0,66.64,305.0,652.5999999999999
993,130,0,12,141.9,92.0,24.12,228.9,102,19.46,195.1,101.0,8.78,8.7,5,2.35,0,0,54.71,300.0,574.6
994,142,0,26,220.5,94.0,37.49,239.5,126,20.36,254.3,109.0,11.44,5.9,9,1.59,2,0,70.88,338.0,720.1999999999999
995,29,0,0,157.4,122.0,26.76,145.0,75,12.33,281.8,92.0,12.68,9.3,2,2.51,1,0,54.28,291.0,593.5
996,87,0,28,143.5,106.0,24.4,223.5,147,19.0,175.4,69.0,7.89,11.2,5,3.02,0,0,54.31,327.0,553.6
997,149,0,0,156.0,67.0,26.52,118.2,116,10.05,163.3,104.0,7.35,8.9,8,2.4,0,0,46.31999999999999,295.0,446.4
998,146,0,0,160.1,67.0,27.22,208.4,112,17.71,177.6,98.0,7.99,9.2,3,2.48,2,0,55.4,280.0,555.3000000000001
999,88,1,0,235.1,98.0,39.97,251.8,79,21.4,285.9,76.0,12.87,7.2,2,1.94,4,1,76.18,255.0,780.0
1000,119,1,15,160.0,95.0,27.2,209.5,110,17.81,118.09,107.0,5.3145,8.7,5,2.35,4,1,52.674499999999995,317.0,496.29
1001,135,0,0,194.8,97.0,33.12,235.3,118,20.0,174.4,126.0,7.85,11.0,3,2.97,1,0,63.94,344.0,615.5
1002,100,0,0,247.8,117.0,42.13,130.0,95,11.05,134.3,125.0,6.04,6.9,2,1.86,1,0,61.08,339.0,519.0
1003,98,0,0,221.2,80.0,37.6,213.6,104,18.16,291.8,89.0,13.13,11.9,3,3.21,4,0,72.1,276.0,738.5
1004,167,0,33,231.8,78.0,39.41,232.9,79,19.8,206.9,121.0,9.31,7.6,4,2.05,1,0,70.57,282.0,679.2
1005,100,0,25,215.9,90.0,36.7,257.9,92,21.92,180.2,147.51000000000022,8.11,11.6,4,3.13,1,0,69.86,333.5100000000002,665.6
1006,119,0,35,217.1,92.0,36.91,220.8,134,18.77,249.5,93.0,11.23,8.0,5,2.16,2,0,69.07,324.0,695.4000000000001
1007,86,0,0,91.59,96.0,15.573500000000001,221.1,67,18.79,317.5550000000001,75.0,14.290200000000004,12.6,3,3.4,0,0,52.053700000000006,241.0,642.8450000000001
1008,155,0,36,183.3,106.0,31.16,205.1,101,17.43,263.7,90.0,11.87,5.7,7,1.54,1,0,62.0,304.0,657.8000000000001
1009,78,1,0,236.8,141.0,40.26,265.3,101,22.55,152.4,77.0,6.86,9.5,2,2.57,1,1,72.24,321.0,664.0
1010,153,0,0,193.8,90.0,32.95,195.3,121,16.6,182.7,108.0,8.22,8.5,3,2.3,1,0,60.07,322.0,580.3
1011,92,0,25,134.0,112.0,22.78,206.0,111,17.51,180.6,118.0,8.13,9.7,4,2.62,0,0,51.040000000000006,345.0,530.3000000000001
1012,13,0,25,176.6,67.0,30.02,172.7,96,14.68,118.09,128.0,5.3145,11.3,5,3.05,2,0,53.0645,296.0,478.69
1013,154,0,0,191.4,93.0,32.54,205.4,119,17.46,205.7,121.0,9.26,10.2,3,2.75,3,0,62.01,336.0,612.7
1014,144,0,35,174.8,127.0,29.72,219.6,93,18.67,255.8,90.0,11.51,12.8,3,3.46,0,0,63.36,313.0,663.0
1015,48,0,0,275.2,67.0,46.78,180.2,108,15.32,159.0,110.0,7.15,7.9,2,2.13,1,0,71.38,287.0,622.3
1016,94,0,0,174.0,85.0,29.58,241.1,114,20.49,207.8,94.0,9.35,7.9,1,2.13,1,0,61.55,294.0,630.8
1017,139,0,0,165.0,132.0,28.05,249.7,86,21.22,170.3,128.0,7.66,12.6,8,3.4,1,0,60.33,354.0,597.6
1018,126,0,0,228.7,102.0,38.88,168.7,99,14.34,223.5,100.0,10.06,11.8,4,3.19,1,0,66.47,305.0,632.6999999999999
1019,122,0,0,107.9,88.0,18.34,235.8,109,20.04,228.6,119.0,10.29,9.5,3,2.57,2,0,51.239999999999995,319.0,581.8
1020,139,0,0,221.3,140.0,37.62,157.8,89,13.41,192.5,89.0,8.66,11.3,6,3.05,1,0,62.739999999999995,324.0,582.9
1021,95,0,0,141.1,84.0,23.99,211.4,108,17.97,118.09,127.0,5.3145,5.9,6,1.59,3,0,48.86449999999999,325.0,476.49
1022,80,0,31,166.4,92.0,28.29,238.3,74,20.26,150.7,84.0,6.78,10.7,4,2.89,4,0,58.22,254.0,566.1000000000001
1023,131,0,28,249.6,87.0,42.43,227.2,138,19.31,239.9,92.0,10.8,7.6,3,2.05,3,0,74.59,320.0,724.3000000000001
1024,36,0,0,178.6,83.0,30.36,213.1,103,18.11,198.0,119.0,8.91,10.9,5,2.94,1,0,60.32,310.0,600.6
1025,167,0,0,139.0,96.0,23.63,224.9,67,19.12,170.8,118.0,7.69,15.7,5,4.24,2,0,54.68000000000001,286.0,550.4000000000001
1026,25,0,0,134.3,98.0,22.83,202.3,109,17.2,195.9,100.0,8.82,12.6,5,3.4,2,0,52.25,312.0,545.1
1027,113,0,0,215.9,93.0,36.7,240.1,85,20.41,156.7,123.0,7.05,5.7,5,1.54,3,0,65.7,306.0,618.4000000000001
1028,120,0,0,178.4,97.0,30.33,168.3,113,14.31,120.5,93.0,5.42,9.3,9,2.51,1,0,52.57,312.0,476.5
1029,74,0,0,106.4,84.0,18.09,140.2,104,11.92,118.09,81.0,5.3145,11.4,3,3.08,1,0,38.4045,272.0,376.09
1030,109,0,0,170.7,101.0,29.02,240.2,82,20.42,119.0,112.0,5.36,11.4,4,3.08,2,0,57.88,299.0,541.3
1031,162,0,33,184.5,139.0,31.37,183.2,78,15.57,127.4,106.0,5.73,12.3,6,3.32,0,0,55.99,329.0,507.4
1032,124,0,36,161.2,109.0,27.4,204.2,79,17.36,231.5,87.0,10.42,8.9,4,2.4,1,0,57.58,279.0,605.8
1033,167,0,0,91.59,77.0,15.573500000000001,257.5,109,21.89,210.5,67.0,9.47,7.5,5,2.03,2,0,48.9635,258.0,567.09
1034,91,0,0,217.9,71.0,37.04,230.1,116,19.56,232.1,110.0,10.44,10.6,2,2.86,1,0,69.89999999999999,299.0,690.7
1035,24,1,0,243.0,91.0,41.31,183.9,77,15.63,184.3,109.0,8.29,15.3,6,4.13,0,1,69.36,283.0,626.5
1036,48,0,0,128.2,71.0,21.79,118.2,78,10.05,118.09,80.0,5.3145,8.9,3,2.4,0,0,39.554500000000004,232.0,373.39
1037,86,0,0,126.3,115.0,21.47,168.8,112,14.35,154.6,95.0,6.96,9.8,7,2.65,2,0,45.43,329.0,459.5
1038,163,0,0,178.7,67.0,30.38,215.7,79,18.33,152.7,84.0,6.87,10.6,2,2.86,4,0,58.44,232.0,557.6999999999999
1039,91,0,0,159.0,109.0,27.03,255.1,142,21.68,118.09,73.0,5.3145,10.1,4,2.73,0,0,56.7545,328.0,542.2900000000001
1040,56,0,0,150.9,79.0,25.65,161.8,87,13.75,167.7,115.0,7.55,11.7,5,3.16,3,0,50.11,286.0,492.1
1041,147,0,24,219.9,118.0,37.38,208.5,116,17.72,317.5550000000001,111.0,14.290200000000004,8.1,4,2.19,3,0,71.5802,349.0,754.0550000000002
1042,64,0,0,168.0,116.0,28.56,192.4,94,16.35,166.5,98.0,7.49,10.1,3,2.73,2,0,55.13,311.0,537.0
1043,108,1,34,162.1,83.0,27.56,171.8,117,14.6,259.8,76.0,11.69,9.6,3,2.59,4,1,56.44,279.0,603.3000000000001
1044,159,0,0,198.8,107.0,33.8,195.5,91,16.62,213.3,120.0,9.6,16.5,7,4.46,4,0,64.48,325.0,624.1
1045,136,0,0,256.8,90.0,43.66,230.1,104,19.56,143.6,82.0,6.46,9.1,9,2.46,3,0,72.14,285.0,639.6
1046,45,0,36,196.8,92.0,33.46,254.2,108,21.61,261.8,85.0,11.78,7.7,2,2.08,1,0,68.93,287.0,720.5
1047,122,0,0,140.1,120.0,23.82,231.4,128,19.67,188.1,127.0,8.46,11.2,5,3.02,2,0,54.97,380.0,570.8000000000001
1048,138,0,0,194.3,83.0,33.03,189.9,97,16.14,232.2,102.0,10.45,9.0,3,2.43,4,0,62.05,285.0,625.4
1049,132,0,0,117.6,67.0,19.99,214.0,108,18.19,239.5,94.0,10.78,8.8,5,2.38,1,0,51.34,274.0,579.9
1050,101,0,0,193.7,108.0,32.93,186.6,98,15.86,223.0,100.0,10.04,11.6,8,3.13,0,0,61.959999999999994,314.0,614.9
1051,58,0,0,243.1,105.0,41.33,231.4,108,19.67,180.9,120.0,8.14,7.8,4,2.11,2,0,71.25,337.0,663.1999999999999
1052,81,0,0,145.4,132.0,24.72,129.3,91,10.99,186.4,109.0,8.39,5.7,4,1.54,1,0,45.64,336.0,466.8
1053,116,0,0,229.3,93.0,38.98,184.5,111,15.68,168.2,91.0,7.57,8.8,3,2.38,2,0,64.60999999999999,298.0,590.8
1054,62,1,33,186.4,84.0,31.69,201.0,136,17.09,286.7,103.0,12.9,11.1,3,3.0,2,1,64.68,326.0,685.2
1055,90,0,0,91.59,121.0,15.573500000000001,290.3,73,24.68,236.9,89.0,10.66,10.8,3,2.92,0,0,53.8335,286.0,629.5899999999999
1056,98,0,0,162.8,67.0,27.68,185.0,109,15.73,219.5,104.0,9.88,6.0,3,1.62,2,0,54.91,283.0,573.3
1057,73,0,0,182.3,115.0,30.99,199.2,97,16.93,120.2,113.0,5.41,16.551000000000023,5,4.470200000000005,1,0,57.800200000000004,330.0,518.251
1058,107,0,0,194.4,83.0,33.05,247.8,84,21.06,245.4,93.0,11.04,11.2,7,3.02,2,0,68.17,267.0,698.8000000000001
1059,55,0,20,189.3,95.0,32.18,118.6,113,10.08,250.2,102.0,11.26,12.5,4,3.38,2,0,56.9,314.0,570.6
1060,76,0,22,160.1,107.0,27.22,168.7,136,14.34,118.09,102.0,5.3145,9.5,4,2.57,3,0,49.444500000000005,349.0,456.39
1061,30,0,0,145.0,76.0,24.65,240.7,112,20.46,197.1,134.0,8.87,7.1,4,1.92,3,0,55.9,326.0,589.9
1062,157,0,0,220.7,105.0,37.52,119.3,127,10.14,165.1,113.0,7.43,11.5,7,3.11,4,0,58.2,352.0,516.5999999999999
1063,40,1,31,224.7,69.0,38.2,134.5,81,11.43,120.3,104.0,5.41,7.5,5,2.03,1,1,57.07,259.0,487.0
1064,72,0,0,147.0,79.0,24.99,162.3,103,13.8,162.9,80.0,7.33,10.5,4,2.84,1,0,48.959999999999994,266.0,482.7
1065,95,0,36,260.8,130.0,44.34,213.4,111,18.14,195.6,97.0,8.8,10.1,5,2.73,1,0,74.01,343.0,679.9
1066,42,0,0,155.4,127.0,26.42,164.1,67,13.95,157.7,128.0,7.1,9.0,3,2.43,0,0,49.900000000000006,325.0,486.20000000000005
1067,86,0,0,166.2,112.0,28.25,255.3,81,21.7,228.1,97.0,10.26,5.7,7,1.54,1,0,61.75,297.0,655.3
1068,131,0,0,211.8,115.0,36.01,260.5,102,22.14,144.2,96.0,6.49,10.8,7,2.92,0,0,67.56,320.0,627.3
1069,74,0,0,162.7,102.0,27.66,292.0,105,24.82,183.3,80.0,8.25,8.7,6,2.35,0,0,63.08,293.0,646.7
1070,81,0,36,237.1,76.0,40.31,264.2,125,22.46,271.3,120.0,12.21,7.9,3,2.13,1,0,77.11000000000001,324.0,780.4999999999999
1071,81,0,0,166.2,102.0,28.25,217.6,112,18.5,220.2,68.0,9.91,13.2,2,3.56,4,0,60.22,284.0,617.2
1072,28,1,0,121.7,67.0,20.69,125.8,112,10.69,261.6,122.0,11.77,8.3,2,2.24,4,1,45.39,303.0,517.4
1073,111,0,0,176.4,67.0,29.99,201.0,124,17.09,150.4,138.0,6.77,11.2,2,3.02,0,0,56.870000000000005,331.0,539.0
1074,3,0,27,91.59,116.0,15.573500000000001,244.0,78,20.74,281.1,93.0,12.65,11.4,2,3.08,2,0,52.043499999999995,289.0,628.09
1075,51,1,0,229.7,129.0,39.05,318.651,104,27.0851,192.8,128.0,8.68,9.6,1,2.59,1,1,77.40509999999999,362.0,750.7510000000001
1076,68,0,24,176.0,118.0,29.92,277.9,116,23.62,174.7,71.0,7.86,14.7,7,3.97,1,0,65.37,312.0,643.3
1077,163,1,0,247.7,77.0,42.11,269.5,108,22.91,167.3,82.0,7.53,9.6,7,2.59,0,1,75.14,274.0,694.1
1078,87,0,0,115.4,90.0,19.62,262.6,68,22.32,245.7,69.0,11.06,13.1,5,3.54,2,0,56.54,232.0,636.8000000000001
1079,58,1,0,112.2,95.0,19.07,209.6,108,17.82,260.9,78.0,11.74,13.9,1,3.75,0,1,52.38,282.0,596.5999999999999
1080,109,0,0,162.6,138.0,27.64,154.0,109,13.09,209.7,118.0,9.44,11.5,4,3.11,0,0,53.28,369.0,537.8
1081,111,0,0,229.4,107.0,39.0,214.1,99,18.2,289.6,95.0,13.03,10.4,6,2.81,4,0,73.04,307.0,743.5
1082,144,0,0,139.6,96.0,23.73,124.2,93,10.56,118.09,75.0,5.3145,15.0,4,4.05,2,0,43.6545,268.0,396.89
1083,135,1,0,263.8,67.0,44.85,251.3,116,21.36,200.1,112.0,9.0,8.4,2,2.27,4,1,77.48,297.0,723.6
1084,107,0,14,114.3,132.0,19.43,199.8,91,16.98,194.7,74.0,8.76,7.5,8,2.03,1,0,47.2,305.0,516.3
1085,149,0,0,196.3,108.0,33.37,136.8,96,11.63,154.7,87.0,6.96,7.7,3,2.08,2,0,54.04,294.0,495.5
1086,56,0,0,253.2,95.0,43.04,188.0,116,15.98,142.0,133.0,6.39,5.7,4,1.54,1,0,66.95,348.0,588.9000000000001
1087,129,0,0,98.0,99.0,16.66,240.7,67,20.46,254.8,123.0,11.47,10.5,4,2.84,0,0,51.43,293.0,604.0
1088,92,0,0,249.4,118.0,42.4,211.5,95,17.98,169.0,116.0,7.61,9.1,3,2.46,0,0,70.45,332.0,639.0
1089,67,0,30,129.6,107.0,22.03,233.0,104,19.81,297.0,93.0,13.37,14.5,5,3.92,1,0,59.129999999999995,309.0,674.1
1090,120,0,0,221.3,106.0,37.62,267.6,98,22.75,118.09,80.0,5.3145,9.3,7,2.51,0,0,68.1945,291.0,616.29
1091,166,0,0,220.7,106.0,37.52,177.8,118,15.11,206.1,102.0,9.27,12.4,9,3.35,1,0,65.25,335.0,616.9999999999999
1092,66,0,0,91.59,76.0,15.573500000000001,262.0,111,22.27,184.6,125.0,8.31,9.2,5,2.48,1,0,48.6335,317.0,547.3900000000001
1093,76,0,0,203.6,67.0,34.61,161.7,127,13.74,175.9,97.0,7.92,8.4,3,2.27,0,0,58.54,294.0,549.6
1094,79,0,0,213.6,110.0,36.31,234.9,121,19.97,229.6,147.51000000000022,10.33,8.8,3,2.38,2,0,68.99000000000001,381.5100000000002,686.9
1095,98,0,31,181.6,112.0,30.87,220.7,100,18.76,236.3,121.0,10.63,12.9,4,3.48,2,0,63.74000000000001,337.0,651.4999999999999
1096,141,0,22,215.4,123.0,36.62,318.651,98,27.0851,160.5,89.0,7.22,7.8,6,2.11,1,0,73.0351,316.0,702.3509999999999
1097,46,0,0,199.2,111.0,33.86,175.1,83,14.88,210.6,84.0,9.48,10.2,2,2.75,3,0,60.970000000000006,280.0,595.1
1098,137,0,0,115.0,130.0,19.55,137.8,83,11.71,224.0,67.0,10.08,7.3,4,1.97,3,0,43.31,284.0,484.1
1099,167,1,0,270.5,69.0,45.99,230.0,112,19.55,136.0,111.0,6.12,9.6,5,2.59,1,1,74.25,297.0,646.1
1100,10,0,0,222.2,127.0,37.77,153.1,125,13.01,227.4,80.0,10.23,12.9,4,3.48,1,0,64.49000000000001,336.0,615.6
1101,88,0,0,91.59,78.0,15.573500000000001,262.6,114,22.32,212.5,110.0,9.56,8.8,2,2.38,3,0,49.8335,304.0,575.49
1102,89,0,0,141.1,92.0,23.99,249.1,126,21.17,136.0,73.0,6.12,10.8,2,2.92,2,0,54.2,293.0,537.0
1103,82,1,0,189.2,81.0,32.16,184.4,117,15.67,255.8,83.0,11.51,10.6,5,2.86,3,1,62.199999999999996,286.0,640.0
